0,ACCURACY,MAXDRAWDOWN,EQUITY,EQUITY/MDD,TRAIN_SIZE,TEST_SIZE,FEATURE_SIZE,MIN_SAMPLES_LEAF,MAX_DEPTH,N_ESTIMATORS,LOSS
58,0.508318479,49475,-4077.5,-0.082415361,450,200,2,15,3,500,DEVIANCE
59,0.498833819,48175,-3937.5,-0.081733264,450,100,2,15,3,1000,DEVIANCE
60,0.49982657,28907.5,-2120,-0.073337369,1000,100,7,15,3,1000,DEVIANCE
61,0.523092369,31875,-2325,-0.072941176,1500,500,2,15,6,500,DEVIANCE
62,0.521959459,29750,-2005,-0.067394958,1500,150,2,15,3,500,DEVIANCE
63,0.491836735,51252.5,-2952.5,-0.057606946,450,100,2,10,6,1000,DEVIANCE
64,0.519425676,27475,-1530,-0.055686988,1500,150,2,10,6,50,DEVIANCE
65,0.513935811,32950,-1570,-0.047647951,1500,150,2,10,6,500,DEVIANCE
66,0.5,35575,-1287.5,-0.036191145,450,150,7,10,3,500,DEVIANCE
67,0.501166181,57195,-1607.5,-0.028105604,450,100,2,10,6,100,DEVIANCE
68,0.497943596,42125,-1025,-0.024332344,450,150,2,10,6,500,DEVIANCE
69,0.521232877,32635,-485,-0.014861345,1000,150,4,10,6,1000,DEVIANCE
70,0.524410774,35587.5,-252.5,-0.007095188,1500,200,2,10,6,50,DEVIANCE
71,0.50440658,50245,-345,-0.006866355,450,150,2,15,6,50,DEVIANCE
72,0.505875441,57450,-100,-0.001740644,450,150,2,10,6,100,DEVIANCE
73,0.523326572,28437.5,235,0.008263736,1500,500,7,10,3,100,DEVIANCE
74,0.508318479,49587.5,497.5,0.01003277,450,200,2,10,3,100,DEVIANCE
75,0.502702703,52225,960,0.018382001,1000,150,2,15,6,1000,DEVIANCE
76,0.50880829,53500,1550,0.028971963,1000,200,7,15,6,500,DEVIANCE
77,0.501188354,45687.5,1437.5,0.031463748,450,200,2,10,6,500,DEVIANCE
78,0.505141917,30925,985,0.031851253,1500,150,7,15,6,100,DEVIANCE
79,0.518134715,42662.5,2775,0.065045415,1500,200,7,10,6,1000,DEVIANCE
80,0.49866453,45350,3490,0.076957001,200,100,4,10,3,50,DEVIANCE
81,0.502447552,40117.5,3170,0.079017885,1000,150,7,10,3,500,DEVIANCE
82,0.505827506,39812.5,3167.5,0.07956044,450,150,7,15,6,100,DEVIANCE
83,0.49884859,41062.5,4095,0.099726027,450,200,7,15,3,100,DEVIANCE
